,Open,High,Low,Close,Volume,Dividends,Stock Splits,Year,Month,Day,SMA50,SMA200,EMA20,RSI,MACD,MACD_Signal,MACD_Hist,ATR,Stoch_K,Stoch_D,OBV,Volume_SMA20,Relative_Volume,ROC,Daily_Return,Volatility
Open,1.0,0.9913677696588118,0.9921736590366241,0.9866396496807697,-0.07365407562717036,,,0.3505052090890469,-0.01629010147692658,-0.0006501937607221107,0.819958564123315,0.4671827404343862,0.9489088347712383,0.28965344601076554,0.38826882181498923,0.40224520447903445,0.03510291484463498,0.31838762835649714,0.16578310832770785,0.2143041928068984,0.6845368339341265,-0.14377480229296333,-0.017758801423420133,0.15596903570498452,-0.03971031895680042,-0.20923238226709484
High,0.9913677696588118,1.0,0.9877652131382182,0.9903476856374256,-0.05022837456221349,,,0.3405472501183764,-0.012132443689777395,-0.004114863498977839,0.8147089267066332,0.4711653454532261,0.9435394873351047,0.31016802122950976,0.389674544531434,0.3998475769031499,0.046010052868500836,0.34011830554681094,0.19113972288971257,0.22210124556712074,0.6829529624276147,-0.13138845789493037,0.0021195277893049365,0.1741243718649236,0.018536084115428668,-0.19344201660600485
Low,0.9921736590366241,0.9877652131382182,1.0,0.9939644322865434,-0.09467392004149393,,,0.35798020715578593,-0.0184344852611595,0.002084218500735987,0.818489626499735,0.4628535563888036,0.9473477963651878,0.3099195471758852,0.38976384698242933,0.39984623303968536,0.04545061383489505,0.2973608805596725,0.19190726906013159,0.22201875297470816,0.6899948157632756,-0.1532039650581089,-0.037865704249367346,0.17349450642131745,0.014964154199980654,-0.22175610743154978
Close,0.9866396496807697,0.9903476856374256,0.9939644322865434,1.0,-0.07237463233181053,,,0.3505965465774133,-0.0163113899858798,-0.0004048136902771447,0.814686174878741,0.46378997829683777,0.9439868707266045,0.331427541459617,0.39395572121973016,0.3999591036886774,0.05726746865193767,0.3149917114322637,0.22074026774231625,0.23256974301260597,0.6889889953145424,-0.14138813995476573,-0.01833623632245847,0.1927338584693345,0.06813990993227353,-0.2073855206473203
Volume,-0.07365407562717036,-0.05022837456221349,-0.09467392004149393,-0.07237463233181053,1.0,,,-0.12072741623934717,0.034190174176942464,-0.024855330242396882,-0.07441410234143085,-0.05644865673332749,-0.08198957218215158,0.006811676454550489,-0.007432980818368141,-0.01887222626226072,0.02465342756270785,0.22737807817489925,0.006511396183960055,-0.000475958808296853,-0.10372968461984607,0.427462139127864,0.7923976076782494,0.020175733980991314,0.03714619940166605,0.22116957531804904
Dividends,,,,,,,,,,,,,,,,,,,,,,,,,,
Stock Splits,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,0.3505052090890469,0.3405472501183764,0.35798020715578593,0.3505965465774133,-0.12072741623934717,,,1.0,-0.5134864097228221,-0.05503169211817996,0.3912303485182764,0.29965302603140187,0.3785259507616802,-0.07448160554441009,-0.032611629840461974,-0.017267605386640135,-0.0491045519795711,-0.23223236102464898,-0.05271747888247121,-0.05036415273657726,0.4464404935841031,-0.2500128409544524,0.005664859919038564,-0.06637008095051335,-0.027762918890220395,-0.39454497488014695
Month,-0.01629010147692658,-0.012132443689777395,-0.0184344852611595,-0.0163113899858798,0.034190174176942464,,,-0.5134864097228221,1.0,0.008837024669153554,-0.05970811573198181,-0.03847909776847509,-0.043018132890042506,0.06435490944838353,0.03329854847719536,0.008541169047738956,0.0770580744908497,0.08599192346300284,0.08307730034430796,0.08021089024348807,-0.017648724411647675,0.07695883241980048,-0.010281300392590318,0.06276627263238896,0.027321719003474326,0.1078970906102147
Day,-0.0006501937607221107,-0.004114863498977839,0.002084218500735987,-0.0004048136902771447,-0.024855330242396882,,,-0.05503169211817996,0.008837024669153554,1.0,-0.0036322611910641635,-0.009286177554890451,-0.0056544939515802755,0.01563052151189385,0.010192528102212916,0.0008280369460166366,0.026233874462620606,-0.025896036195153897,0.013183818098501368,0.021774544320755256,-0.0023749215588011402,0.011308032234839947,-0.04006690875630614,0.005308647732909171,0.008252475283872912,0.02154967821257798
SMA50,0.819958564123315,0.8147089267066332,0.818489626499735,0.814686174878741,-0.07441410234143085,,,0.3912303485182764,-0.05970811573198181,-0.0036322611910641635,1.0,0.6414597251935238,0.9314835934740063,-0.18745263346852672,-0.14053007885807067,-0.08166458751058885,-0.20101376325797773,0.29068508774393237,-0.15377470284049238,-0.1565438827142685,0.5984391849940964,-0.1784587017430864,0.0037972727232724233,-0.19537390903858368,-0.07106793403784081,-0.24644516956466758
SMA200,0.4671827404343862,0.4711653454532261,0.4628535563888036,0.46378997829683777,-0.05644865673332749,,,0.29965302603140187,-0.03847909776847509,-0.009286177554890451,0.6414597251935238,1.0,0.5413548376542223,-0.20124544575533979,-0.21947950515956285,-0.2235510556216289,-0.032537412945464125,0.27794734019752554,-0.1276769062530726,-0.13629987909137034,0.3543455922541462,-0.11037465174373075,-0.008222917707019125,-0.1459194788025613,-0.04649189478662786,-0.08457144963854217
EMA20,0.9489088347712383,0.9435394873351047,0.9473477963651878,0.9439868707266045,-0.08198957218215158,,,0.3785259507616802,-0.043018132890042506,-0.0056544939515802755,0.9314835934740063,0.5413548376542223,1.0,0.03946108435863077,0.17375766234812076,0.25262519222369645,-0.19085617152767642,0.3214862699124186,-0.048459394895709273,-0.02361100277709738,0.6683404227259246,-0.17370363695728716,-0.009238779778547465,-0.07933813988592278,-0.06867864879911094,-0.2437861013196728
RSI,0.28965344601076554,0.31016802122950976,0.3099195471758852,0.331427541459617,0.006811676454550489,,,-0.07448160554441009,0.06435490944838353,0.01563052151189385,-0.18745263346852672,-0.20124544575533979,0.03946108435863077,1.0,0.8259970555178878,0.6513696207875723,0.6553085518376575,0.02750445711125492,0.8440061362045447,0.837156172974066,0.17661803934357145,0.052935517333603035,-0.026069407465767473,0.8141029822570719,0.3491116779652719,0.08078676563658492
MACD,0.38826882181498923,0.389674544531434,0.38976384698242933,0.39395572121973016,-0.007432980818368141,,,-0.032611629840461974,0.03329854847719536,0.010192528102212916,-0.14053007885807067,-0.21947950515956285,0.17375766234812076,0.8259970555178878,1.0,0.9415300883506097,0.37294026889960824,0.08474171326475466,0.5159029818659393,0.6230069725717677,0.21973239756882937,0.03949912113589821,-0.03263248107834559,0.5804783101021183,0.03561686193739622,0.048013054488655886
MACD_Signal,0.40224520447903445,0.3998475769031499,0.39984623303968536,0.3999591036886774,-0.01887222626226072,,,-0.017267605386640135,0.008541169047738956,0.0008280369460166366,-0.08166458751058885,-0.2235510556216289,0.25262519222369645,0.6513696207875723,0.9415300883506097,1.0,0.04331717361475394,0.10816904371795154,0.28576526649405243,0.3829647961454022,0.22852773074035632,0.01579523580144597,-0.03180652909855555,0.32053784989302064,-0.023360566015706644,0.004174049662046981
