Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company
2023-09-18 00:00:00-04:00,16.52000504869997,16.577600809445293,16.328024672182956,16.395217895507812,5241700,0.0,0.0,AES
2023-09-19 00:00:00-04:00,16.366419200488764,16.414415665387484,16.0688484416284,16.08804702758789,6291500,0.0,0.0,AES
2023-09-20 00:00:00-04:00,16.21283535965269,16.404817571524738,16.09764749723191,16.116846084594727,5185100,0.0,0.0,AES
2023-09-21 00:00:00-04:00,15.934463671017527,16.09764800701308,15.761680041036573,15.771279335021973,5510700,0.0,0.0,AES
2023-09-22 00:00:00-04:00,15.684886678049379,15.75207990146205,15.281725506695334,15.320121765136719,6984700,0.0,0.0,AES
2023-09-25 00:00:00-04:00,15.21453343219045,15.617694633988744,15.137740909508782,15.588896751403809,7299600,0.0,0.0,AES
2023-09-26 00:00:00-04:00,15.52170329170562,15.569697931087424,15.118542095912819,15.22413158416748,6904400,0.0,0.0,AES
2023-09-27 00:00:00-04:00,15.224131426922016,15.329721829525132,15.00335315864106,15.291325569152832,6600800,0.0,0.0,AES
2023-09-28 00:00:00-04:00,15.435311187024325,15.492905119379426,14.254625503915223,14.283422470092773,10088100,0.0,0.0,AES
2023-09-29 00:00:00-04:00,14.504201519378029,14.820970910745741,14.41781061618246,14.590593338012695,9409300,0.0,0.0,AES
2023-10-02 00:00:00-04:00,14.47540387384511,14.523399428110244,13.53469503818035,13.592288970947266,9800200,0.0,0.0,AES
2023-10-03 00:00:00-04:00,13.342712952773706,13.438704062251126,12.709174193452117,12.997146606445312,16112300,0.0,0.0,AES
2023-10-04 00:00:00-04:00,13.064340186219349,13.112335742252712,12.402004442364024,12.670778274536133,10910000,0.0,0.0,AES
2023-10-05 00:00:00-04:00,12.613183692244037,12.613183692244037,11.864455253607755,12.104432106018066,16193800,0.0,0.0,AES
2023-10-06 00:00:00-04:00,11.614880565912573,11.998843181546425,10.971742498146558,11.950847625732422,27874300,0.0,0.0,AES
2023-10-09 00:00:00-04:00,11.95084784996647,12.248419569245364,11.883654619829569,12.171627044677734,12585200,0.0,0.0,AES
2023-10-10 00:00:00-04:00,12.344408641788295,12.718772851503813,12.190823606655472,12.478796005249023,10449600,0.0,0.0,AES
2023-10-11 00:00:00-04:00,12.565189377457653,12.881958780633969,12.363608764941894,12.853161811828613,9173400,0.0,0.0,AES
2023-10-12 00:00:00-04:00,12.661178020753248,12.699574279582377,12.354007950120204,12.5267915725708,13743600,0.0,0.0,AES
2023-10-13 00:00:00-04:00,12.661178405345806,12.853160620762079,12.517192659222651,12.632381439208984,9307300,0.0,0.0,AES
2023-10-16 00:00:00-04:00,12.728373538610949,13.265921220428625,12.64198171803047,13.160331726074219,10671300,0.0,0.0,AES
2023-10-17 00:00:00-04:00,12.88195821837673,13.35231265523762,12.814764988950628,13.19872760772705,8952700,0.0,0.0,AES
2023-10-18 00:00:00-04:00,13.131533253252162,13.342712217766815,13.025942855555822,13.313915252685547,11462800,0.0,0.0,AES
2023-10-19 00:00:00-04:00,13.22752420776585,13.553892882377623,13.217925829142438,13.28511905670166,10553100,0.0,0.0,AES
2023-10-20 00:00:00-04:00,13.198727799834035,13.381109817547625,13.054742044556942,13.275520324707031,12450700,0.0,0.0,AES
2023-10-23 00:00:00-04:00,13.073938616844966,13.71707664506448,13.00674539210052,13.438703536987305,8186800,0.0,0.0,AES
2023-10-24 00:00:00-04:00,13.592288819609598,13.985850712411438,13.58268952577564,13.947454452514648,8650500,0.0,0.0,AES
2023-10-25 00:00:00-04:00,13.76507155510694,14.110637871790832,13.755472261894864,14.091440200805664,7998400,0.0,0.0,AES
2023-10-26 00:00:00-04:00,14.139435602387593,14.369814074769705,14.062643083406567,14.302619934082031,6991000,0.0,0.0,AES
