Date,Company,Ticker,Avg_Sentiment,Min_Sentiment,Max_Sentiment,News_Count,Sample_Title
2024-09-12,braskem,BAK,-0.8271,-0.8271,-0.8271,1,Police investigating e-commerce platform Qoo10 over payment delays to vendors
2024-09-12,geb,GEB.CL,-0.1655,-0.1655,-0.1655,1,Skeptical Science New Research for Week #37 2024
2024-09-13,braskem,BAK,-0.5214,-0.5214,-0.5214,1,Lock out SIRT4
2024-09-13,ypf,YPF,-0.2732,-0.2732,-0.2732,1,Latin America Is Rewriting the Rules and Spooking Investors
2024-09-16,braskem,BAK,-0.4939,-0.4939,-0.4939,1,"Hacker Claims Breach of UK’s Experience Engine, Data Sold Online"
2024-09-17,centrais_eletricas_brasileiras,EBR,-0.5267,-0.5267,-0.5267,1,"Jefferies cuts D'Ieteren Group stock target, downgrades to Hold rating"
2024-09-17,eletrobras,EBR,-0.5267,-0.5267,-0.5267,1,"Jefferies cuts D'Ieteren Group stock target, downgrades to Hold rating"
2024-09-17,geb,GEB.CL,-0.975,-0.975,-0.975,1,Distribution and habitat use patterns of the endangered Central American clouded oncilla (Leopardus pardinoides oncilla) in Costa Rica
2024-09-17,petrobras,PBR,-0.49435,-0.886,-0.1027,2,Tech Tuesdays: Product Discovery Challenges + the Woes of Returns
2024-09-18,companhia_paranaense_de_energia,ELP,-0.9328,-0.9328,-0.9328,1,Targeting ferroptosis with the lipoxygenase inhibitor PTC-041 as a therapeutic strategy for the treatment of Parkinson’s disease
2024-09-18,copel,ELP,-0.9328,-0.9328,-0.9328,1,Targeting ferroptosis with the lipoxygenase inhibitor PTC-041 as a therapeutic strategy for the treatment of Parkinson’s disease
2024-09-18,petrobras,PBR,-0.0772,-0.0772,-0.0772,1,Worn Industrial Surfaces Superpack by Shaded Spectrum
2024-09-19,geb,GEB.CL,-0.4449,-0.4449,-0.4449,1,Teamsters Pave the Way for Trump
2024-09-20,companhia_siderurgica_nacional,SID,-0.8251,-0.9867,-0.5267,6,Lux Living owners indicted on minority hiring fraud charges
2024-09-21,companhia_siderurgica_nacional,SID,-0.9361,-0.9361,-0.9361,1,LAWLESS KINGDOM: A Rape Is Reported Every Hour in London
2024-09-22,companhia_siderurgica_nacional,SID,-0.41855,-0.5411,-0.296,2,403-Powered 1990 Chevrolet Corvette ZR-1 at No Reserve
2024-09-23,aes_andes,AES,-0.5392,-0.9042,-0.1742,2,Kryptina Ransomware Resurfaces in Enterprise Attacks By Mallox
2024-09-23,companhia_siderurgica_nacional,SID,-0.616825,-0.8957,-0.2023,4,"CLOWN On SLIPKNOT's Lineup Changes Over The Years: ""We're Not That Close Anymore"""
2024-09-23,pampa_energia,PAM,-0.290425,-0.5267,-0.0624,4,McCaskill: Trump 'Can't Put Three Sentences Together About His Policies'
2024-09-23,petrobras,PBR,-0.9442,-0.9442,-0.9442,1,"Twin Insurgency, Irregular War, and Oil Theft in Nigeria and Brazil: An Overview"
2024-09-23,vale,VALE,-0.12165000000000001,-0.1406,-0.1027,2,Man's Reaction to Learning He's About To Be a Dad—for 4th Time in 5 Years
2024-09-24,aes_andes,AES,-0.5794,-0.7976,-0.3612,2,Battling e-commerce fraud: how businesses can stay ahead in the digital age (Darya Lyhach)
2024-09-24,companhia_siderurgica_nacional,SID,-0.88195,-0.9217,-0.8422,2,"Stream It Or Skip It: ‘Murder In A Small Town’ On Fox, Where A Harbor Town’s New Police Chief Solves Murders And Falls For The Librarian"
2024-09-24,pampa_energia,PAM,-0.6088666666666667,-0.7783,-0.296,9,BYBBA Partners With 4Ocean To Combat Plastic Pollution - Print & Promo Marketing
2024-09-24,petrobras,PBR,-0.8396666666666667,-0.9092,-0.7579,3,Amazon: Who should pay for its protection?
2024-09-24,vale,VALE,-0.2777,-0.3291,-0.2263,2,OpenAI released its advanced voice mode to more people. Here’s how to get it.
2024-09-25,aes_andes,AES,-0.7717,-0.7717,-0.7717,1,African state criticizes lack of action against Ukraine
2024-09-25,braskem,BAK,-0.25,-0.25,-0.25,1,"Lithium-Ion Battery Market - Global Forecasts from 2024 to 2029: Asia Pacific Region to Dominate, Expanding Demand from Medical Device Markets"
2024-09-25,companhia_siderurgica_nacional,SID,-0.59585,-0.8957,-0.296,2,Germany: Charges pressed in Schumacher family blackmail case
2024-09-25,cosan,CSAN,-0.296,-0.296,-0.296,1,Destaques
2024-09-25,ecopetrol,EC,-0.4555,-0.7579,-0.1531,2,Google files EU antitrust complaint against Microsoft
2024-09-25,pampa_energia,PAM,-0.67874,-0.9678,-0.2732,5,Test Accounts: A Hidden Risk
2024-09-25,petrobras,PBR,-0.0516,-0.0516,-0.0516,1,"Petrobras stock has more upside in light of high FCF yields, says JPMorgan"
2024-09-25,vale,VALE,-0.9482833333333334,-0.9657,-0.8908,6,New York court is set to hear Donald Trump's appeal of his $489 million civil fraud verdict
2024-09-26,aes_andes,AES,-0.668225,-0.9682,-0.34,4,goTenna Pro ATAK Plugin
2024-09-26,braskem,BAK,-0.65685,-0.9118,-0.4019,2,Combination of bortezomib and venetoclax targets the pro-survival function of LMP-1 and EBNA-3C of Epstein-Barr virus in spontaneous lymphoblastoid cell lines
2024-09-26,companhia_paranaense_de_energia,ELP,-0.7269,-0.7269,-0.7269,1,The I7L protein of African swine fever virus is involved in viral pathogenicity by antagonizing the IFN-γ-triggered JAK-STAT signaling pathway through inhibiting the phosphorylation of STAT1
2024-09-26,companhia_siderurgica_nacional,SID,-0.7907333333333333,-0.9666,-0.6705,3,A novel reconstruction model for thoracic spinal cord injury in swine
2024-09-26,copel,ELP,-0.7269,-0.7269,-0.7269,1,The I7L protein of African swine fever virus is involved in viral pathogenicity by antagonizing the IFN-γ-triggered JAK-STAT signaling pathway through inhibiting the phosphorylation of STAT1
2024-09-26,ecopetrol,EC,-0.5639923076923077,-0.9081,-0.128,13,Mahkota polls: Bersatu claim of Syed Hussien's arrest slammed as 'desperate move'
2024-09-26,pampa_energia,PAM,-0.5928166666666667,-0.9844,-0.1027,6,Where Does the Olivia Nuzzi–RFK Jr. Fallout End?
2024-09-26,petrobras,PBR,-0.5658299999999999,-0.8271,-0.126,10,Rigged K2 Black Panther Battle Tank by EVOLVE Studio LTD
2024-09-26,vale,VALE,-0.86624,-0.9732,-0.5267,15,Massive civil fraud verdict against Trump gets frosty reception at New York appeals court
2024-09-27,aes_andes,AES,-0.7574,-0.7574,-0.7574,1,Estimating ecological network robustness with R: A functional approach*
2024-09-27,braskem,BAK,-0.9396,-0.9623,-0.9169,2,Kid Maroon & Godfather Of Hell in Vault Comics' December 2024 Solicits
2024-09-27,companhia_siderurgica_nacional,SID,-0.635725,-0.9872,-0.1779,4,"Decades After Breaking Up, Sex Pistols Score Several Hit Singles"
2024-09-27,ecopetrol,EC,-0.2653666666666667,-0.7906,-0.0772,6,"Taken from mother by nuns, victim finds solace in pope Belgium visit"
2024-09-27,light,LGSXY,-0.6458833333333334,-0.9633,-0.1179,30,"Top 10 players on NBA trade block? Brandon Ingram, Zach LaVine among those who could be dealt this season"
2024-09-27,pampa_energia,PAM,-0.6277499999999999,-0.9217,-0.2023,6,‘Let The Evil Go West’: Everything To Know So Far About Sebastian Stan And Lily James’ Reunion For A Psychological Horror Movie
2024-09-27,vale,VALE,-0.8131,-0.9493,-0.1098,8,Letitia James’ massive Trump civil fraud victory in question after appellate argument
