Date,Close,EMA20,SMA50,RSI,OBV,MACD,Stoch_D,Stoch_K,ROC,Volume_SMA20,Daily_Return,Year,Month,Day
2022-10-18,6.709705829620361,6.913225580531767,7.290451784133911,44.74277350444846,12529000,-0.1435111552585573,33.285786682039905,37.8698735560404,-8.203113583509735,1351165.0,0.0,2022,10,18
2022-10-19,6.845327377319336,6.906759084987726,7.273463392257691,47.46526971720699,14337000,-0.13175264036341439,39.96520787477545,44.15587651224558,-5.888117346321,1390255.0,0.020212741235281273,2022,10,19
2022-10-20,6.7025675773620605,6.887312274737663,7.2533342647552494,44.95446490667242,12656600,-0.13242692025283187,33.495782032831464,18.461596030208437,-8.657587251535766,1420555.0,-0.020855072677792186,2022,10,20
2022-10-21,6.831050395965576,6.881954000568894,7.233062372207642,47.6389979634624,16002500,-0.12119672187015329,31.641706629687846,32.307647346609535,-6.1764796994556175,1475665.0,0.019169194061909423,2022,10,21
2022-10-24,6.652601718902588,6.8601109261244835,7.205938034057617,44.40019521943032,13741200,-0.1252521962719948,21.2820765457578,13.076986260455438,-4.605944707685935,1503140.0,-0.02612316799307768,2022,10,24
2022-10-25,6.581221580505371,6.833550036065521,7.1836675262451175,43.13685846742794,12129300,-0.13269632889461835,16.923094497212787,5.384649884573404,-2.9473734099797855,1512665.0,-0.010729657570570983,2022,10,25
2022-10-26,6.688292026519775,6.819715939918307,7.165965347290039,45.635624336128544,14028300,-0.1284751854964412,11.794938762263241,16.923180141760884,0.10684875466352597,1536865.0,0.016269083893416303,2022,10,26
2022-10-27,6.866741180419922,6.824194534251794,7.154259071350098,49.60999765700516,15235600,-0.10946865704718611,21.55006144617192,42.34235431218147,-0.9268730439032525,1550280.0,0.026680825716427492,2022,10,27
2022-10-28,7.045190811157227,6.845241798718979,7.143980388641357,53.28765896610091,17782700,-0.07909469803756064,47.341372118223866,82.75858190072925,7.751098398811844,1615670.0,0.025987528297432005,2022,10,28
2022-10-31,7.038053035736084,6.863604773672989,7.136271390914917,53.120656572539,16363100,-0.05496546781532263,67.42495732695443,77.17393576795254,4.893615524338132,1601845.0,-0.001013141533347639,2022,10,31
2022-11-01,7.273605823516846,6.902652492705737,7.131703081130982,57.81878799432408,18151400,-0.01664387738729456,81.49510938032797,84.55281047230213,8.404243169754436,1609205.0,0.033468458760502307,2022,11,1
2022-11-02,7.088018894195557,6.920306435704768,7.114571924209595,53.28758517875914,16775200,-0.001234820816750748,75.04714419429502,63.4146863426304,3.545360265461254,1599715.0,-0.02551512053639937,2022,11,2
2022-11-03,6.938121318817139,6.922003091239279,7.093300743103027,49.886925568564926,15738200,-0.0011057674561509856,64.76966028352213,46.34148403563383,3.5143807016681414,1597440.0,-0.021148021416981577,2022,11,3
2022-11-04,7.116570472717285,6.940533318046708,7.075741291046143,53.67692441801394,17592100,0.013243204205370063,58.623958268761875,66.11570442802142,4.179738988901873,1637000.0,0.025720097083942184,2022,11,4
2022-11-07,7.287882328033447,6.973614176140684,7.064891538619995,57.03621931648804,18685800,0.038000259302091166,66.13587465661027,85.95043550617555,9.549355815571884,1633365.0,0.024072248841336963,2022,11,7
2022-11-08,7.287882328033447,7.003544476320947,7.049187965393067,57.03621931648804,20169400,0.05696376105249179,79.33885848012419,85.95043550617555,10.737531609957005,1639120.0,0.0,2022,11,8
2022-11-09,7.016638278961182,7.004791505143826,7.036339597702026,50.3335135037163,18696700,0.0495343438534217,72.36877814137073,45.20546341176106,4.909269080050319,1643740.0,-0.037218500088688655,2022,11,9
2022-11-10,7.380675792694092,7.040590008720042,7.036767883300781,57.544632137221285,20920700,0.07218911103109527,70.43096747014009,80.13700349248367,7.48440342763496,1672940.0,0.05188204083776804,2022,11,10
2022-11-11,7.102294445037842,7.04646662170269,7.0380527114868165,51.39892431895597,14924500,0.06690884549081311,59.58904771075061,53.424676228007115,0.8105335314720244,1922760.0,-0.03771759598650992,2022,11,11
2022-11-14,7.409227848052978,7.081015309926527,7.038480978012085,56.86846336158663,17240100,0.08649410725401285,72.02638438335454,82.51747342957283,5.273828009425817,1995445.0,0.04321609099571777,2022,11,14
