Date,Close,EMA20,SMA50,RSI,OBV,MACD,Stoch_D,Stoch_K,ROC,Volume_SMA20,Daily_Return,Year,Month,Day
2022-10-18,1.865390419960022,1.9114515283978317,2.028242049217224,45.92720671248555,-82940300,-0.024199031767193624,42.18747407229171,49.99996338381956,-7.352951798875757,4406435.0,0.028571396644607727,2022,10,18
2022-10-19,1.8283787965774536,1.9035398396530339,2.019803378582001,43.789165357944924,-85438900,-0.028150930213643788,42.802238630587205,39.34427751531672,-11.151073760545108,4268845.0,-0.01984122089753282,2022,10,19
2022-10-20,1.9172067642211916,1.904841451516668,2.011512749195099,49.826146272502015,-80381000,-0.0238403469028019,42.78952564654792,39.02433604050747,-6.498204054855878,4262155.0,0.04858291280232252,2022,10,20
2022-10-21,2.013437509536743,1.9151839332328657,2.0047025942802428,55.41288027890027,-76798900,-0.012514897709274386,49.70011703861396,70.73173756001769,-1.0909086224214442,4125705.0,0.0501932014383657,2022,10,21
2022-10-24,1.865390419960022,1.9104416938735473,1.9935990810394286,46.7824205276841,-82062700,-0.015309086851983844,43.90242097709048,21.951189330746278,-7.352951798875757,4038085.0,-0.07352951798875762,2022,10,24
2022-10-25,1.843183517456055,1.9040361532623578,1.9838279867172242,45.63430022402719,-87420700,-0.01909529464955728,35.77236233777993,14.634160122575842,-5.681810348734784,4037705.0,-0.011904694195032373,2022,10,25
2022-10-26,1.8357808589935305,1.897535649046279,1.9734646987915039,45.235761046488754,-92259900,-0.022434612036124735,16.95701143731091,14.285684858610614,-5.3435064767428235,4077780.0,-0.004016235167261906,2022,10,26
2022-10-27,1.850585699081421,1.893064225240102,1.9629533672332764,46.24683827799981,-88682400,-0.02361420836290673,16.657496813892923,21.05264546049231,-5.660387219413588,4055660.0,0.008064600965502544,2022,10,27
2022-10-28,1.7395507097244265,1.8784438904290854,1.9518498539924622,40.24553232823909,-94434600,-0.033126777760084325,18.58215810773309,20.40814400409634,-3.6885232106331314,4093395.0,-0.059999917546163406,2022,10,28
2022-10-31,1.7839646339416504,1.8694458660017106,1.9426709485054017,43.40894249297434,-90535600,-0.03665914127889125,24.70459781032179,32.65300396637672,-1.6326568709795912,4105320.0,0.02553183645003365,2022,10,31
2022-11-01,1.880195140838623,1.870469606462369,1.9370451664924622,49.630907443701645,-84190500,-0.03133238688983453,37.41492499167078,59.18362700453928,0.7936526702500359,4177835.0,0.05394193644094414,2022,11,1
2022-11-02,1.7839646339416504,1.862231037650872,1.9247572779655457,44.37656778469078,-89454600,-0.034478447256117484,41.49654497909757,32.65300396637672,-2.4291554200334304,4216165.0,-0.05118112732386437,2022,11,2
2022-11-03,1.880195140838623,1.8639419046211338,1.9152822756767274,50.06927070956634,-85741600,-0.028873884915912917,50.340085991818434,59.18362700453928,-1.9304972250921228,4242610.0,0.05394193644094414,2022,11,3
2022-11-04,2.03564453125,1.8802945357286451,1.9089162611961366,57.61548138348124,-78435500,-0.011753277751415325,58.86080201412657,84.7457750714637,1.1029406975916667,4370905.0,0.08267726420250288,2022,11,4
2022-11-07,1.9172067642211916,1.8838099860612687,1.9029943823814393,51.25899691354308,-82171900,-0.007653783151883253,67.1854893494387,57.6270659723131,2.7777747600033322,4384935.0,-0.058181949358359186,2022,11,7
2022-11-08,1.9764257669448853,1.8926305366216132,1.8991451644897461,53.99215795096465,-76867400,0.00036931720065891405,71.18642962034329,71.18644781725307,7.228919325012741,4472555.0,0.030888167008814804,2022,11,8
2022-11-09,1.954218506813049,1.898496057592226,1.8970725083351134,52.79653362682676,-80873800,0.004879493965487924,64.97172090256048,66.10164891811523,6.451622329500277,4541415.0,-0.011236070943440257,2022,11,9
2022-11-10,1.850585699081421,1.8939331663054826,1.894111566543579,47.50928734622355,-86791700,9.049686571716009e-05,59.88697659415206,42.37283304708786,0.0,4622365.0,-0.05303030718946222,2022,11,10
2022-11-11,2.168886661529541,1.9201192134696785,1.8984049296379089,60.57021243070671,-76717300,0.021728932075539165,68.5391138602866,97.14285961565675,24.680852900984323,4930455.0,0.17200012007339938,2022,11,11
2022-11-14,2.1318747997283936,1.9402864121609846,1.9021060943603516,58.739952697009464,-83718500,0.035481985705074326,76.50522218236094,89.99997388433823,19.5020775169763,5091010.0,-0.017064912822621126,2022,11,14
2022-11-15,2.1318747997283936,1.9585329252626424,1.9068435978889466,58.739952697009464,-80987700,0.045852817059210516,91.1480703878138,86.30137766344643,13.385826472113626,5061410.0,0.0,2022,11,15
2022-11-16,2.0726561546325684,1.9694018042502544,1.9090643000602723,55.62120036941924,-85865200,0.048731578573362855,83.88127961305405,75.3424872913775,16.182580932283237,5180355.0,-0.027777731179790544,2022,11,16
2022-11-17,2.0208396911621094,1.974300650622812,1.9117291426658631,52.970995690641466,-89957600,0.04629816582386326,74.58836859199685,62.12124082116665,7.480316658022777,5132080.0,-0.025000028757613535,2022,11,17
2022-11-18,1.983828067779541,1.9752080236853575,1.9099525809288025,51.09816127726379,-93282200,0.04091153726511765,62.48791747625256,50.00002431621355,-2.545457356380427,5119205.0,-0.018314972505950933,2022,11,18
2022-11-21,1.9912302494049072,1.9767339499443624,1.9081760191917418,51.46773247173219,-90394300,0.036815503312966014,53.74802605174033,49.1228130178408,3.8610068859101614,5000410.0,0.0037312616680795774,2022,11,21
2022-11-22,2.028241872787476,1.9816394664056114,1.9095084357261658,53.36550133762464,-87271900,0.03613930418082445,52.088555182773,57.14282821426464,2.621707665888558,4888630.0,0.018587314748573114,2022,11,22
2022-11-23,2.03564453125,1.9867828059146007,1.9123213338851928,53.75500516688608,-84543600,0.035788200075093535,54.2898257550533,56.60383603305444,4.1666796293798765,4783085.0,0.0036497907679768904,2022,11,23
2022-11-25,2.1022655963897705,1.9977811669122358,1.9172068810462952,57.21816377950965,-81954100,0.04041977669770702,62.443876210083495,73.5849643829314,13.600013089546541,4733685.0,0.032727258672643256,2022,11,25
2022-11-28,2.013437509536743,1.9992722471621889,1.9206119608879089,51.6628403699575,-86761500,0.03650187935452465,60.37742011080488,50.943459916428786,-7.167232606021566,4686445.0,-0.04225350355615021,2022,11,28
2022-11-29,2.183691024780273,2.016835940268673,1.9253494501113892,59.732582708771304,-79951700,0.04659780283038106,72.37367378285853,92.59259704921539,2.4305472844128073,4831985.0,0.08455862893043165,2022,11,29
2022-11-30,2.2651169300079346,2.040481748815269,1.9324556970596314,62.9208823031545,-75037000,0.06047219910078949,81.17868565521474,100.0,6.249997903090576,4760465.0,0.03728819888145796,2022,11,30
2022-12-01,2.253132104873657,2.0607341636779726,1.9412468576431274,62.14098526108211,-77817400,0.06969725629224133,95.51784195940333,93.9609288289946,8.707471803159866,4636280.0,-0.005291040376549483,2022,12,1
2022-12-02,2.277101755142212,2.081340600960281,1.9484447574615478,63.125414038995046,-73638600,0.07804270332927787,95.50294716135538,92.54791265507151,12.680969455461149,4659570.0,0.010638368791917374,2022,12,2
2022-12-05,2.22117280960083,2.094657954164143,1.9560045433044433,59.25381035865098,-75981400,0.07923021514326445,88.67187886205397,79.50679510209578,11.963977406920362,4411405.0,-0.024561460819694014,2022,12,5
