Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,4.770791797493468,4.857375954472351,4.74914565503229,4.827071189880371,20664900,0.0,0.0
2022-01-04 00:00:00-05:00,4.792437383825068,4.930972443715781,4.7881084857549014,4.883350849151611,24812500,0.0,0.0
2022-01-05 00:00:00-05:00,4.85737581619312,4.887680167056572,4.640915223475175,4.645244121551514,34076900,0.0,0.0
2022-01-06 00:00:00-05:00,4.753474176516104,4.796766458007519,4.6625611285425625,4.688536167144775,25474500,0.0,0.0
2022-01-07 00:00:00-05:00,4.69286569187762,4.783779156862917,4.684207070038156,4.766462326049805,22490800,0.0,0.0
2022-01-10 00:00:00-05:00,4.731828448636191,4.753474176516104,4.6409149877968545,4.688536167144775,30335200,0.0,0.0
2022-01-11 00:00:00-05:00,4.727499536838611,5.017556773856179,4.714512016441566,5.013227462768555,42595400,0.0,0.0
2022-01-12 00:00:00-05:00,5.073836034752421,5.225358190761833,5.065177413506623,5.203712463378906,49174800,0.0,0.0
2022-01-13 00:00:00-05:00,5.259991300244049,5.428830681098122,5.255662402939387,5.324929714202881,53631500,0.0,0.0
2022-01-14 00:00:00-05:00,5.3162720508030805,5.463465320165998,5.281638388937196,5.459136009216309,39166400,0.0,0.0
2022-01-18 00:00:00-05:00,5.441818160091069,5.476451815476818,5.255662365609105,5.3941969871521,41079300,0.0,0.0
2022-01-19 00:00:00-05:00,5.48078215109894,5.576024927663031,5.4418191782833665,5.459136009216309,33856700,0.0,0.0
2022-01-20 00:00:00-05:00,5.532733112809127,5.597671543960698,5.463465783206798,5.4764533042907715,37785700,0.0,0.0
2022-01-21 00:00:00-05:00,5.489440547343991,5.580354009221214,5.467794406351166,5.485111236572266,30354200,0.0,0.0
2022-01-24 00:00:00-05:00,5.4201736054357905,5.476452997940045,5.2383466689680835,5.472124099731445,45880700,0.0,0.0
2022-01-25 00:00:00-05:00,5.4418191712368875,5.744864331469696,5.38986867850533,5.697242736816406,49105600,0.0,0.0
2022-01-26 00:00:00-05:00,5.814131883103096,5.99595882122649,5.792485740399676,5.892057418823242,62929300,0.0,0.0
2022-01-27 00:00:00-05:00,6.039249566390953,6.056566394747905,5.84443514415881,5.965652942657471,46722900,0.0,0.0
2022-01-28 00:00:00-05:00,5.965654029063973,6.086872262503467,5.705901556406124,5.79248571395874,52073800,0.0,0.0
2022-01-31 00:00:00-05:00,5.749192861640124,5.827118802183657,5.666938023295343,5.7794976234436035,34129500,0.0,0.0
2022-02-01 00:00:00-05:00,5.731877519643256,6.008947281265001,5.731877519643256,5.995959758758545,31445300,0.0,0.0
