Date,Company,Ticker,Sentiment,Title
2024-08-10,ypf,YPF,-0.0516,The hunt for Argentina’s ‘alter egos’ in $16bn US court fight
2024-08-12,central_puerto,CEPU,-0.2411,Earnings call: Central Puerto reports mixed Q2 2024 results amid new projects
2024-08-12,cemig,CIG,-0.2355,UFC 305 Roundtable: Who has more at stake between Dricus du Plessis and Israel Adesanya?
2024-08-12,ypf,YPF,-0.2411,Earnings call: Central Puerto reports mixed Q2 2024 results amid new projects
2024-08-15,vista_energy,VIST,-0.7184,Effect of low-intensity pulsed ultrasound on postoperative rehabilitation of rotator cuff tears: Protocol for a systematic review and meta-analysis
2024-08-15,geopark,GPRK,-0.8402,"GPRK Stock Earnings: GeoPark Misses EPS, Misses Revenue for Q2 2024"
2024-08-16,ypf,YPF,-0.5859,Conflict Is Brewing in Libya Once Again
2024-08-17,geopark,GPRK,-0.3612,"GeoPark Second Quarter 2024 Earnings: Revenues Beat Expectations, EPS Lags"
2024-08-20,vista_energy,VIST,-0.3612,"JPMorgan sees upside in Vista Oil & Gas stock, strategic focus on Argentinian shale"
2024-08-21,central_puerto,CEPU,-0.7096,Power outages force university students out of accommodation after union strike delays fix
2024-08-22,transportadora_de_gas_del_sur,TGS,-0.4767,Mamphela Ramphele: “The Art of Movement Building: Personal Liberation for Public Change”
2024-08-22,vista_energy,VIST,-0.6808,"A minimum data set—Core outcome set, core data elements, and core measurement set—For degenerative cervical myelopathy research (AO Spine RECODE DCM): A consensus study"
2024-08-22,cemig,CIG,-0.743,Judge dismisses lawsuit accusing X of discrimination over return-to-work policy
2024-08-23,cemig,CIG,-0.2292,"Stream It Or Skip It: ‘Stress Positions’ on Hulu, Theda Hammel’s Highly Unconventional LGBTQ+ COVID Satire Starring John Early"
2024-08-23,central_puerto,CEPU,-0.9719,Union pay dispute threatens to throw crucial AFL clash into chaos
2024-08-23,transportadora_de_gas_del_sur,TGS,-0.6249,"Death Stranding 2 leads PlayStation's Tokyo Games Show return in a ""special talk"" as Hideo Kojima unveils his latest round of cast teasers"
2024-08-24,cemig,CIG,-0.296,No vaping in the boys’ room: E-cig detectors would be required in NYC schools under bill
2024-08-25,central_puerto,CEPU,-0.872,TasNetworks invokes powers to halt industrial action as wild weather hits state
2024-08-26,cemig,CIG,-0.1027,"Lady Gaga's ""Die With A Smile"" Dance"
2024-08-27,geopark,GPRK,-0.1477,New Study Identifies the UNESCO Heritage Sites Imperiled by Climate Change
2024-08-27,petrobras,PBR,-0.0958,Lula’s Push for Natural Gas Raises Intervention Fears in Brazil
2024-08-27,petrobras,PBR,-0.34,Libya Supply Outage Sparks Uncertainty in Oil Markets
2024-08-28,vista_energy,VIST,-0.9267,'This story is from Mississippi': PA Democrats pounce as rival conflates Philadelphias
2024-08-28,vista_energy,VIST,-0.9806,'Sickening': Trump post spurs outrage — and new accusations that he broke the law
2024-08-28,vista_energy,VIST,-0.891,Stolen influencer pics used to promote Trump could be 'tip of the iceberg': report
2024-08-29,transportadora_de_gas_del_sur,TGS,-0.0572,Happinet reveals TGS 2024 lineup
2024-08-29,transportadora_de_gas_del_sur,TGS,-0.8519,"Hideo Kojima says he's working on Death Stranding 2's ""specs and flow,"" and adding details, abating fan fears of a larger overhaul"
2024-08-30,cemig,CIG,-0.8063,The best memes about Keir Starmer’s proposed smoking ban
2024-09-02,transportadora_de_gas_del_sur,TGS,-0.2732,Arrowhead Pharmaceuticals Presents New Pivotal Phase 3 Data at ESC 2024 from PALISADE Study of Plozasiran in Patients with Familial Chylomicronemia Syndrome
2024-09-02,petrobras,PBR,-0.9666,"Scarcity: NNPC constitutes economic danger, sell it"
2024-09-02,cemig,CIG,-0.8591,Putin warns students about vapes
2024-09-03,pampa_energia,PAM,-0.5672,Statue of fallen 'Teacher-in-Space' Christa McAuliffe unveiled at NH state house
2024-09-03,pampa_energia,PAM,-0.8271,"Andy Fillmore resigns MP seat, becomes official candidate for Halifax mayor"
2024-09-03,pampa_energia,PAM,-0.8227,"RFK Jr: 'Undemocratic' DNC Trying to Keep Me on Ballots, They Don't Have Confidence in Their Nominees"
2024-09-03,pampa_energia,PAM,-0.8225,Gold Star Mom Barnett Defends Trump's Arlington Visit: 'He's Been Our Rock'
2024-09-04,pampa_energia,PAM,-0.0387,Silent prayer outside of abortion clinics is a form of reproductive coercion (Barf Alert)
2024-09-04,pampa_energia,PAM,-0.9001,Muchova fights through discomfort to reach semis
2024-09-04,pampa_energia,PAM,-0.126,"First Look At ‘Barney’s World,’ Set To Premiere On Max Next Month"
2024-09-04,pampa_energia,PAM,-0.9042,Aurora Business Owner Describes Migrant Chaos: 'We've Been Forced to Put Bulletproof Glass Up'
2024-09-04,pampa_energia,PAM,-0.9552,Aurora Business Owner Describes Migrant Chaos: ‘We’ve Been Forced to Put Bulletproof Glass Up’
2024-09-04,pampa_energia,PAM,-0.4939,US Elections 2024: How an Ohio town landed in the middle of the immigration debate
2024-09-04,ecopetrol,EC,-0.4632,The 2024 Presidential Election comes down to two states which are somehow not Joy and Anger [Obvious]
2024-09-04,ecopetrol,EC,-0.8591,EC enforces exit poll ban during J-K Assembly elections
2024-09-04,ecopetrol,EC,-0.5574,EC enforces exit poll ban during J&K Assembly elections
2024-09-04,ecopetrol,EC,-0.6369,Colombia Pipeline Attacks Hit Ecopetrol Output
2024-09-04,petrobras,PBR,-0.8481,"Global borrowing blitz led by blue chips selling $43 bn in bonds, loans"
2024-09-04,transportadora_de_gas_del_sur,TGS,-0.34,"Kia Launches Gravity Edition Of Seltos, Sonet, Carens: Check Prices"
2024-09-04,petrobras,PBR,-0.6369,Colombia Pipeline Attacks Hit Ecopetrol Output
2024-09-05,pampa_energia,PAM,-0.1027,"Fuel price: Borno residents dump cars, take to horses, bicycles"
2024-09-05,enel_chile,ENIC,-0.5994,Laboratory evidence of the nonresonant streaming instability in the formation of quasiparallel collisionless shocks at high Alfvénic Mach number
2024-09-05,transportadora_de_gas_del_sur,TGS,-0.765,Metabolic syndrome predictive modelling in Bangladesh applying machine learning approach
2024-09-05,pampa_energia,PAM,-0.6124,CNN's Burnett: Harris Repeatedly Slammed Trump's Wall and Now Features It in Ads
2024-09-05,pampa_energia,PAM,-0.9565,Caitlin Clark Accused Of Stat-Padding By Critics During Record-Breaking Performance Vs Sparks
2024-09-05,pampa_energia,PAM,-0.5423,Timeline of how the Georgia high school shooting unfolded on Wednesday
2024-09-05,petrobras,PBR,-0.3182,"Hunting in Desperate Times – Part 5, by Tunnel Rabbit"
2024-09-05,pampa_energia,PAM,-0.7184,Cuban: Kamala's Capital Gains Tax Plan Would 'Kill the Stock Market'
2024-09-05,ecopetrol,EC,-0.69,The Corporate Sector Continues to Lag Behind Private Households for EV Uptake
2024-09-05,ecopetrol,EC,-0.296,"Nolte: Poll Puts Trump in National +2-Point Lead over Kamala, 49 to 47%"
2024-09-05,pampa_energia,PAM,-0.3612,Snapshot
2024-09-05,ecopetrol,EC,-0.8723,"Screening and diagnosis of COPD and asthma based on government guidelines empowering peripheral health workers in Pune district Maharashtra, India: A study protocol"
2024-09-05,ecopetrol,EC,-0.5379,Surveillance strategies for the detection of new pathogen variants across epidemiological contexts
2024-09-05,ecopetrol,EC,-0.765,"Govt cracks down on waste tyre violations, imposes stricter fines"
2024-09-05,ecopetrol,EC,-0.9371,"Colombia trucker protests threaten fuel supplies, state oil company operations"
2024-09-05,ecopetrol,EC,-0.9517,"Colombia trucker protests threaten fuel supplies, state oil company operations"
2024-09-05,cemig,CIG,-0.932,Teenage E-Cigarette Use Drops to a 10-Year Low
2024-09-05,ecopetrol,EC,-0.9287,"Colombia Faces Food, Fuel Shortages as Truckers Block Roads"
2024-09-05,pampa_energia,PAM,-0.1027,"Borno residents dump cars for horses, trekking over high fuel price"
2024-09-05,pampa_energia,PAM,-0.25,CNN's Chalian: Trump's Advantage with White Male Voters 'Troubling Sign for Harris'
2024-09-05,pampa_energia,PAM,-0.5994,Cuban: Kamala’s Capital Gains Tax Plan Would ‘Kill the Stock Market’
2024-09-06,ecopetrol,EC,-0.6597,Psyence Biomed Announces the Signing of a Conditional Binding Term Sheet for the Acquisition of Psilocybin-Based Drug Developer Clairvoyant
2024-09-06,ecopetrol,EC,-0.8074,Colombia stocks lower at close of trade; COLCAP down 0.98%
