Company,Correlation
ypf,1.0
pampa_energía,0.9786881804834722
minas_buenaventura,0.8907753155485428
vista_energy,0.730423813701396
petrobras,0.19093754707821278
ecopetrol,-0.6343126271069027
interconexion_electrica,-0.9734670805633246
