Company,Correlation
geopark,1.0
vista_energy,0.730423813701396
cemig,0.18921967562071093
transportadora_de_gas_del_sur,-0.13418281535268559
pampa_energia,-0.3942580314539446
ecopetrol,-0.8804080500012558
petrobras,-0.8925648022832652
central_puerto,-1.0
ypf,
enel_chile,
