Date,Open,High,Low,Close,Volume,Bank,Ticker
2024-08-12 00:00:00-04:00,5.28000020980835,5.349999904632568,5.25,5.309999942779541,271700,banco_santander_brasil,BSBR
2024-08-13 00:00:00-04:00,5.320000171661377,5.440000057220459,5.309999942779541,5.440000057220459,224000,banco_santander_brasil,BSBR
2024-08-14 00:00:00-04:00,5.440000057220459,5.550000190734863,5.429999828338623,5.539999961853027,228100,banco_santander_brasil,BSBR
2024-08-15 00:00:00-04:00,5.5,5.570000171661377,5.46999979019165,5.5,201700,banco_santander_brasil,BSBR
2024-08-16 00:00:00-04:00,5.53000020980835,5.639999866485596,5.53000020980835,5.590000152587891,258600,banco_santander_brasil,BSBR
2024-08-19 00:00:00-04:00,5.619999885559082,5.75,5.619999885559082,5.690000057220459,227800,banco_santander_brasil,BSBR
2024-08-20 00:00:00-04:00,5.679999828338623,5.699999809265137,5.610000133514404,5.699999809265137,201500,banco_santander_brasil,BSBR
2024-08-21 00:00:00-04:00,5.690000057220459,5.730000019073486,5.650000095367432,5.699999809265137,302100,banco_santander_brasil,BSBR
2024-08-22 00:00:00-04:00,5.599999904632568,5.639999866485596,5.539999961853027,5.590000152587891,212700,banco_santander_brasil,BSBR
2024-08-23 00:00:00-04:00,5.670000076293945,5.769999980926514,5.639999866485596,5.71999979019165,226200,banco_santander_brasil,BSBR
2024-08-26 00:00:00-04:00,5.71999979019165,5.739999771118164,5.679999828338623,5.710000038146973,152900,banco_santander_brasil,BSBR
2024-08-27 00:00:00-04:00,5.670000076293945,5.710000038146973,5.659999847412109,5.679999828338623,104300,banco_santander_brasil,BSBR
2024-08-28 00:00:00-04:00,5.630000114440918,5.690000057220459,5.599999904632568,5.679999828338623,126000,banco_santander_brasil,BSBR
2024-08-29 00:00:00-04:00,5.579999923706055,5.650000095367432,5.579999923706055,5.599999904632568,166700,banco_santander_brasil,BSBR
2024-08-30 00:00:00-04:00,5.510000228881836,5.619999885559082,5.510000228881836,5.599999904632568,331800,banco_santander_brasil,BSBR
2024-09-03 00:00:00-04:00,5.590000152587891,5.650000095367432,5.579999923706055,5.599999904632568,306800,banco_santander_brasil,BSBR
2024-09-04 00:00:00-04:00,5.639999866485596,5.71999979019165,5.639999866485596,5.650000095367432,124000,banco_santander_brasil,BSBR
