Company,Correlation
pampa_energía,0.7664961872592954
ecopetrol,0.347385997648306
ypf,0.17815175299748726
eletrobras,0.050802900751316014
vista_energy,-0.05700267830114459
minas_buenaventura,-0.22339280599926167
petrobras,-0.274345928657159
interconexion_electrica,-0.58744103384985
