Date,Company,Ticker,Sentiment,Title
2024-08-12,geb,GEB.CL,-0.7845,Red Alert: Trump Campaign Hacked
2024-08-12,ypf,YPF,-0.2411,Earnings call: Central Puerto reports mixed Q2 2024 results amid new projects
2024-08-12,cemig,CIG,-0.2355,UFC 305 Roundtable: Who has more at stake between Dricus du Plessis and Israel Adesanya?
2024-08-15,vista_energy,VIST,-0.7184,Effect of low-intensity pulsed ultrasound on postoperative rehabilitation of rotator cuff tears: Protocol for a systematic review and meta-analysis
2024-08-16,ypf,YPF,-0.5859,Conflict Is Brewing in Libya Once Again
2024-08-17,braskem,BAK,-0.5994,Christopher Cantwell's Kid Maroon in Vault's November 2024 Solicits
2024-08-20,vista_energy,VIST,-0.3612,"JPMorgan sees upside in Vista Oil & Gas stock, strategic focus on Argentinian shale"
2024-08-22,vista_energy,VIST,-0.6808,"A minimum data set—Core outcome set, core data elements, and core measurement set—For degenerative cervical myelopathy research (AO Spine RECODE DCM): A consensus study"
2024-08-22,cemig,CIG,-0.743,Judge dismisses lawsuit accusing X of discrimination over return-to-work policy
2024-08-23,cemig,CIG,-0.2292,"Stream It Or Skip It: ‘Stress Positions’ on Hulu, Theda Hammel’s Highly Unconventional LGBTQ+ COVID Satire Starring John Early"
2024-08-24,cemig,CIG,-0.296,No vaping in the boys’ room: E-cig detectors would be required in NYC schools under bill
2024-08-24,raizen,RAIZ4.SA,-0.9274,"Wildfires affecting 30 cities in Brazil's Sao Paulo state, leave 2 dead"
2024-08-24,raizen,RAIZ4.SA,-0.5574,Wildfires rage in sugar cane fields in Brazil's southeast
2024-08-26,raizen,RAIZ4.SA,-0.6815,"Fires in Brazil cane fields controlled, damage to sugar crop being assessed"
2024-08-26,raizen,RAIZ4.SA,-0.9578,Three arson suspects arrested for setting fires in Brazil farmland
2024-08-26,raizen,RAIZ4.SA,-0.9694,Three arson suspects arrested for setting fires in Brazil farmland
2024-08-26,cemig,CIG,-0.1027,"Lady Gaga's ""Die With A Smile"" Dance"
2024-08-27,petrobras,PBR,-0.0958,Lula’s Push for Natural Gas Raises Intervention Fears in Brazil
2024-08-27,braskem,BAK,-0.9393,Pogust Goodhead Issues Statement as BHP Fails to Adequately Address Brazilian Dam Disaster in Year-End Earnings Results
2024-08-27,raizen,RAIZ4.SA,-0.8807,Four arson suspects arrested for setting fires in Brazil farmland: Police
2024-08-27,petrobras,PBR,-0.34,Libya Supply Outage Sparks Uncertainty in Oil Markets
2024-08-28,vista_energy,VIST,-0.9806,'Sickening': Trump post spurs outrage — and new accusations that he broke the law
2024-08-28,vista_energy,VIST,-0.9267,'This story is from Mississippi': PA Democrats pounce as rival conflates Philadelphias
2024-08-28,vista_energy,VIST,-0.891,Stolen influencer pics used to promote Trump could be 'tip of the iceberg': report
2024-08-29,braskem,BAK,-0.6124,China Reminds South Korea That Time Isn’t On Its Side
2024-08-29,geb,GEB.CL,-0.3182,Skeptical Science New Research for Week #35 2024
2024-08-30,braskem,BAK,-0.8519,RVFV virulence factor NSs triggers the mitochondrial MCL-1-BAK axis to activate pathogenic NLRP3 pyroptosis
2024-08-30,cemig,CIG,-0.8063,The best memes about Keir Starmer’s proposed smoking ban
2024-09-01,companhia_siderurgica_nacional,SID,-0.875,Police nab two for drug trafficking in A’Ibom
2024-09-01,companhia_siderurgica_nacional,SID,-0.4588,VICIdial Multiple Authenticated SQL Injection
2024-09-01,vale,VALE,-0.3818,Gavin and Stacey: Ruth Jones seen in Barry Island before filming
2024-09-02,companhia_siderurgica_nacional,SID,-0.836,"Gabby Eigenmann, inalala si Mark Gil sa death anniversary nito"
2024-09-02,aes_andes,AES,-0.7424,IntelliNet 2.0 Remote Root
2024-09-02,cemig,CIG,-0.8591,Putin warns students about vapes
2024-09-02,vale,VALE,-0.765,Bruce Highway partially reopens after ammonium nitrate explosion
2024-09-02,vale,VALE,-0.765,Bruce Highway to partially reopen after ammonium nitrate explosion
2024-09-02,vale,VALE,-0.9432,Police officer guilty of kicking wife down stairs
2024-09-02,vale,VALE,-0.4215,"Increased pay rates for work permit holders could lead to inequality and racial tensions, minister told"
2024-09-02,aes_andes,AES,-0.0772,2024-08-22 PEAKLIGHT Stealthy Memory-Only Malware Samples
2024-09-02,vale,VALE,-0.2144,Remembering Fatman Scoop and his inexplicable detours into Australian politics
2024-09-02,petrobras,PBR,-0.9666,"Scarcity: NNPC constitutes economic danger, sell it"
2024-09-02,companhia_siderurgica_nacional,SID,-0.6943,"Sumerian Six – a pulpy, Nazi-bashing stealth-tactics treat"
2024-09-02,vale,VALE,-0.5423,Produtores de Bad Bunny vêm ao Brasil em camp de artistas brasileiros
2024-09-02,aes_andes,AES,-0.6808,Developing EV battery enclosures with lower carbon emissions
