Date,Company,Ticker,Avg_Sentiment,Min_Sentiment,Max_Sentiment,News_Count,Sample_Title
2024-09-05,vale,VALE,-0.47809999999999997,-0.936,-0.2023,3,Man shot dead in Maida Vale
2024-09-06,aes_andes,AES,-0.5994,-0.5994,-0.5994,1,Escondido lithium battery fire continues to burn as county mulls over moratorium
2024-09-06,braskem,BAK,-0.8225,-0.8225,-0.8225,1,Braskem SA faces $5 billion lawsuit over damages
2024-09-06,cemig,CIG,-0.802,-0.802,-0.802,1,29 Hotel Employees Share Their Most Unforgettable Moments With Guests
2024-09-06,companhia_siderurgica_nacional,SID,-0.98,-0.98,-0.98,1,Biosafety Now: Releasing The Virus Was Mass Murder. Intentionally Spreading It Was Forgivable.
2024-09-06,ecopetrol,EC,-0.6912166666666666,-0.9764,-0.296,12,Competition watchdog accuses Google of abusing ad dominance
2024-09-06,pampa_energia,PAM,-0.43108,-0.656,-0.2023,5,FNC's Perino to Harris Spox: Kamala Has Done One Interview in 47 Days
2024-09-06,vale,VALE,-0.392775,-0.5423,-0.1531,4,Professor Pledges to Remove Name from Brauer Museum if Valparaiso University Moves Forward with Deaccession
2024-09-07,aes_andes,AES,-0.9438,-0.9632,-0.9244,2,Wired Connection is very slow in Ubuntu 24.04
2024-09-07,companhia_siderurgica_nacional,SID,-0.6166333333333333,-0.9201,-0.1027,3,Caleb Williams has Chicago praying they found their own Patrick Mahomes
2024-09-07,ecopetrol,EC,-0.8972,-0.9645,-0.8299,2,Was it one big conspiracy?
2024-09-07,pampa_energia,PAM,-0.5537,-0.6486,-0.4588,2,Ask Not: The Kennedys and the Women They Destroyed by Maureen Callahan – A pulpy approach that provides facile answers
2024-09-07,vale,VALE,-0.5457,-0.7096,-0.3818,2,IISF offers momentum for sustainable management of critical minerals
2024-09-08,companhia_siderurgica_nacional,SID,-0.0516,-0.0516,-0.0516,1,Lenovo Yoga Book 9i review: Gorgeous inside and out
2024-09-08,pampa_energia,PAM,-0.6375444444444445,-0.891,-0.2815,9,How did gun crime inspire hit BBC drama Sherwood?
2024-09-08,vale,VALE,-0.98,-0.98,-0.98,1,'Very dangerous' British prisoner among five inmates to escape from high-security jail in Portugal
2024-09-09,aes_andes,AES,-0.5674666666666667,-0.7783,-0.3818,3,"Vulnerability Summary for the Week of September 2, 2024"
2024-09-09,companhia_siderurgica_nacional,SID,-0.8271,-0.8271,-0.8271,1,"IMUNON's Ovarian Cancer R&D Day to Feature Presentations from IMNN-001 Clinical Study Investigators, Immunology and Biostatistics Experts, and Executive Management"
2024-09-09,ecopetrol,EC,-0.79948,-0.9774,-0.4215,5,"Vulnerability Summary for the Week of September 2, 2024"
2024-09-09,light,LGSXY,-0.7020941176470588,-0.9747,-0.0018,34,Justice for Ayşenur Ezgi Eygi
2024-09-09,pampa_energia,PAM,-0.6751,-0.6751,-0.6751,1,Emily Blunt and John Krasinski Took Their Daughters to the US Open
2024-09-09,vale,VALE,-0.89685,-0.9584,-0.8353,2,Marvel vs. Capcom Fighting Collection: Arcade Classics é um tesouro! Análise / Review
