Company,Correlation
ypf,1.0
raizen,1.0
ecopetrol,0.9973765432981708
vista_energy,0.730423813701396
companhia_siderurgica_nacional,0.563034474454175
cemig,0.19440264243498118
vale,-0.16678283515082162
braskem,-0.29083995644943933
aes_andes,-0.4720109993148648
petrobras,-0.8925648022832652
pampa_energia,-0.9981263249693096
geb,-1.0
enel_chile,
light,
