Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company
2023-09-18 00:00:00-04:00,13.257228652683658,13.428179211213223,13.094825010713148,13.154658317565918,14585300,0.0,0.0,PBR
2023-09-19 00:00:00-04:00,13.317060852795137,13.3256085843236,13.052087696665192,13.06063461303711,28990300,0.0,0.0,PBR
2023-09-20 00:00:00-04:00,13.077729242384093,13.291417626033649,13.060633780417012,13.103371620178223,16380100,0.0,0.0,PBR
2023-09-21 00:00:00-04:00,12.881135751828566,13.026443920701032,12.770017692387475,12.804207801818848,18099600,0.0,0.0,PBR
2023-09-22 00:00:00-04:00,12.898232409062887,13.05208832333611,12.82985218386514,12.889684677124023,8987600,0.0,0.0,PBR
2023-09-25 00:00:00-04:00,12.821303435643438,12.940969227832458,12.778565594493323,12.855493545532227,9710100,0.0,0.0,PBR
2023-09-26 00:00:00-04:00,12.735827995384701,12.77856583734704,12.496497221614757,12.53068733215332,16180400,0.0,0.0,PBR
2023-09-27 00:00:00-04:00,12.607614808762442,12.778565355002495,12.54778232136755,12.770017623901367,21724100,0.0,0.0,PBR
2023-09-28 00:00:00-04:00,12.667447193880596,12.79566071389282,12.624710169033019,12.684542655944824,16015100,0.0,0.0,PBR
2023-09-29 00:00:00-04:00,12.804209759611492,12.940971033404603,12.77856737740631,12.81275749206543,16879500,0.0,0.0,PBR
2023-10-02 00:00:00-04:00,12.846945187415256,12.864040649103753,12.462306266145383,12.547781944274902,17701500,0.0,0.0,PBR
2023-10-03 00:00:00-04:00,12.445212816963142,12.547783151492933,12.14604872988383,12.222976684570312,20817700,0.0,0.0,PBR
2023-10-04 00:00:00-04:00,12.0605721588553,12.094762267857293,11.727218799874981,11.846883773803711,21140400,0.0,0.0,PBR
2023-10-05 00:00:00-04:00,11.812693526570653,11.855431366112157,11.658838445440328,11.77850341796875,13356900,0.0,0.0,PBR
2023-10-06 00:00:00-04:00,11.684482370323868,12.17169168620481,11.59900667992245,12.043478965759277,27398100,0.0,0.0,PBR
2023-10-09 00:00:00-04:00,12.359736896293656,12.675995625554009,12.342641433284507,12.57342529296875,17638900,0.0,0.0,PBR
2023-10-10 00:00:00-04:00,12.701638650251928,12.923874789722896,12.641806156993045,12.889684677124023,18924800,0.0,0.0,PBR
2023-10-11 00:00:00-04:00,12.872589024436074,12.94096924430067,12.641805171025675,12.881135940551758,14184200,0.0,0.0,PBR
2023-10-12 00:00:00-04:00,12.958064873335038,13.0777306747417,12.752924198200692,12.838399887084961,19855700,0.0,0.0,PBR
2023-10-13 00:00:00-04:00,13.180300676459717,13.31706112306447,13.13756283310659,13.197395324707031,25399400,0.0,0.0,PBR
2023-10-16 00:00:00-04:00,13.22303825532782,13.539296985564697,13.103372459363918,13.496559143066406,22530500,0.0,0.0,PBR
2023-10-17 00:00:00-04:00,13.479464202639296,13.86410233130713,13.470916471293824,13.812817573547363,22529100,0.0,0.0,PBR
2023-10-18 00:00:00-04:00,13.932483289546823,14.1461716935602,13.898293992667517,14.120530128479004,29855100,0.0,0.0,PBR
2023-10-19 00:00:00-04:00,13.906841462388936,14.069243472553147,13.82991350796879,13.983769416809082,20131300,0.0,0.0,PBR
