Date,Close,EMA20,SMA50,RSI,OBV,MACD,Stoch_D,Stoch_K,ROC,Volume_SMA20,Daily_Return,Year,Month,Day
2022-10-14,121.1020050048828,123.62004338863926,127.67999908447266,38.89894598539671,-8618964,-2.095504946191312,10.540562576426012,15.000135368301818,-3.072760209488292,1064791.35,0.0095021691178645,2022,10,14
2022-10-17,120.67339324951172,123.33941004205569,127.5040739440918,37.84029455896646,-9113060,-2.0696284608877136,9.938292152466666,11.08335388949333,-3.850916883814444,1017219.95,-0.0035392622554333286,2022,10,17
2022-10-18,122.47898864746094,123.25746514733237,127.38432235717774,44.67160847260131,-8429992,-1.8817332516437801,17.888969996444732,27.583420731539007,-2.5185079572770075,1016916.25,0.014962663676953758,2022,10,18
2022-10-19,124.7131576538086,123.39610252890154,127.28453491210938,51.739180653066974,-7888977,-1.5348533435913794,29.584560804599153,50.08690779276508,3.4258444348131563,1018782.4,0.01824124309826236,2022,10,19
2022-10-20,126.04456329345705,123.64833688743063,127.2104801940918,55.39577869611512,-6786900,-1.1393811327682215,46.81767182719083,62.782686957268375,4.878983832134845,1015640.3,0.010675743158907958,2022,10,20
2022-10-21,128.49761962890625,124.11017333899974,127.1686491394043,61.225065434159895,-6343139,-0.6208684265003512,66.34789881795967,86.17410170384554,6.483804067079377,998242.25,0.019461817878951182,2022,10,21
2022-10-24,128.3152313232422,124.51065505178474,127.08197250366212,60.59101784606731,-6667947,-0.22210034852008675,77.79723488793854,84.43491600270168,6.180194404977634,952849.05,-0.0014193905396130413,2022,10,24
2022-10-25,128.37905883789062,124.8790744599853,127.02988876342773,60.74422947556541,-6095508,0.0979474954936137,80.44161771168983,70.71583542852223,6.056955198721989,935085.7,0.0004974274214386565,2022,10,25
2022-10-26,131.06919860839844,125.46861009316751,126.99023056030273,66.63231586886124,-5675500,0.5621790644281219,82.39899731221884,92.04624050543258,8.148978466146172,916597.05,0.02095466188067907,2022,10,26
2022-10-27,131.11480712890625,126.00634314419025,126.94019973754882,66.72344659447643,-5391083,0.9231249441246803,82.61620461770231,85.08653791915208,9.296854494493749,878032.25,0.0003479728341369004,2022,10,27
2022-10-28,133.85964965820312,126.75427709790576,126.94882736206054,71.72786391297373,-4833087,1.4143591548379675,90.26211895669464,93.65357844549924,10.534627112743461,841554.45,0.020934649483168366,2022,10,28
2022-10-31,135.9114532470703,127.6263891121119,126.95281509399415,74.78099945841463,-4117617,1.946787849467853,90.93214257966876,94.05631137435495,12.627522594024887,814744.75,0.015328021506901157,2022,10,31
2022-11-01,138.027099609375,128.6169329689941,127.06986923217774,77.48135911907137,-3758888,2.5105167320031114,95.72417177289485,99.46262549883033,12.694512857766306,800163.65,0.015566358182181217,2022,11,1
2022-11-03,140.42544555664062,129.74155321543662,127.2166194152832,80.08471585555894,-3410539,3.114895826853882,95.66845952304858,93.48644169596045,12.598741142011487,742653.85,0.017375906282556697,2022,11,3
2022-11-04,142.20364379882812,130.92841898528343,127.43637008666992,81.76772119554492,-3187590,3.6947653953945974,96.76330225974418,97.34083958444168,12.820132882486568,599750.55,0.012662934663577596,2022,11,4
2022-11-07,145.6324462890625,132.3288025380243,127.68314071655273,84.4896009437588,-2954628,4.38049627714301,96.58617128384189,98.9312325711235,13.33474247199337,533835.1,0.024111917238105463,2022,11,7
2022-11-08,146.2890167236328,133.6583467461775,127.94895339965821,84.95284091941055,-2648393,4.920205620562427,97.5261905090179,96.30649937148846,14.007522891115244,516042.9,0.004508407647476398,2022,11,8
2022-11-09,147.55657958984375,134.9819879693838,128.27862869262697,85.83256628922763,-2336861,5.388100228003992,97.66310697497796,97.7515889823219,14.93820014381734,494029.95,0.008664784920973334,2022,11,9
2022-11-10,147.4654083251953,136.17088514612774,128.63746871948243,85.44561567357057,-2711776,5.6860085491557015,94.16124313976836,88.42564106549466,12.509582640986917,487139.25,-0.0006178732585281344,2022,11,10
2022-11-11,153.51136779785156,137.82235968438715,129.1711441040039,88.99025863777275,-2339059,6.336913447601518,94.79399633080881,98.20475894460984,17.081641013227443,473519.9,0.04099917086537008,2022,11,11
2022-11-14,151.37750244140625,139.1133256612461,129.63706481933593,81.45047721525718,-2684624,6.604443257577941,89.62437065287084,82.24271194850796,13.086731384650388,450655.4,-0.013900373549242673,2022,11,14
2022-11-15,149.03387451171875,140.0581398374816,130.05790451049805,74.03157554855092,-3038523,6.551826000261542,84.58150978708,73.29705846812215,9.655125415216839,443645.55,-0.015482009492095106,2022,11,15
2022-11-16,156.11033630371094,141.58692045331298,130.57585098266603,79.96544372742429,-2673812,7.000441044172447,83.70020150679328,95.56083410374968,13.10122196692721,427727.7,0.04748223727777923,2022,11,16
2022-11-17,155.6543731689453,142.92667785480177,131.14325134277342,78.71731094263154,-2991225,7.235769833703415,87.48963015632141,93.61099789709233,10.844849059896411,416547.6,-0.0029207747902006975,2022,11,17
2022-11-18,156.3383026123047,144.20397545075443,131.75094970703125,79.24071499892302,-2520824,7.392243800085964,94.98457541933146,95.78189425715232,9.939730400630594,384963.8,0.004393898028274723,2022,11,18
2022-11-22,151.2498321533203,144.87500942242738,132.24739486694335,66.19679347288866,-3207497,7.024677397531235,87.10162644703921,71.9119871868729,3.8572351199182577,397109.4,-0.0325478169710145,2022,11,22
2022-11-23,154.79718017578125,145.81997806560395,132.78834167480468,69.91482873208184,-2863643,6.939624048061802,85.06462680005656,87.49999895614441,5.815996062248434,398061.7,0.023453566671499004,2022,11,23
2022-11-24,153.32899475097656,146.5351225118299,133.35646301269531,66.64743954090073,-2913707,6.676782568885528,78.52460487961365,76.16182849582358,3.9120011978985487,371942.95,-0.009484574739265117,2022,11,24
2022-11-25,152.84567260742188,147.1361272828387,133.90470504760742,65.56121642506794,-3109646,6.356208332222991,78.10333875231548,70.64818880497843,3.6484924453345937,360739.5,-0.0031521901277684616,2022,11,25
2022-11-28,153.34722900390625,147.7276607800832,134.46334289550782,66.17726096123789,-2806167,6.072620955272782,72.69576039145973,71.27726387357714,-0.10692289196553538,361692.6,0.0032814563077137038,2022,11,28
2022-11-29,152.80007934570312,148.2107482625232,134.99079299926757,64.81515186858948,-3445262,5.737586189141496,68.10054720365832,62.37618893241937,0.9397545086645306,365747.55,-0.0035680439859084867,2022,11,29
2022-11-30,155.9917755126953,148.9517984768253,135.5448713684082,68.84370424974796,-1333492,5.664317206899597,73.69597323843796,87.43446690931732,4.668670813110648,435562.55,0.02088805307339614,2022,11,30
2022-12-01,159.15611267089844,149.92363792387988,136.1494691467285,72.23758423283252,-547519,5.7947878664026575,79.7374096024894,89.40157296573148,1.9510408082537056,456924.75,0.02028528201440727,2022,12,1
2022-12-02,160.47837829589844,150.92885129264357,136.79984481811525,73.5348975670467,-223077,5.936450878931794,86.7398265877855,83.38343988830768,3.0991773817477073,455729.4,0.008307978894496859,2022,12,2
2022-12-05,156.46597290039062,151.4561962076671,137.39751235961913,63.79323591088488,-540284,5.65971063350608,76.5594816536147,56.89343210680493,0.0816628337091138,460442.3,-0.02500277880493984,2022,12,5
2022-12-06,156.68484497070312,151.95416275652767,137.97055862426757,64.07283306424142,-34820,5.395853106277173,66.20510112216802,58.338431371391444,3.593400891759932,474067.4,0.0013988477255169052,2022,12,6
2022-12-07,156.86721801757812,152.4220727813896,138.5705973815918,64.32007489938076,435433,5.14218419715877,58.25810886161057,59.54246310663531,1.337258107315796,482268.3,0.0011639482230021425,2022,12,7
2022-12-08,160.13186645507812,153.1563388455504,139.25434967041016,68.49916302321448,846682,5.145268155716593,65.64340940612487,79.04933374034782,4.436780998369021,487254.15,0.02081154035086019,2022,12,8
2022-12-09,157.85208129882812,153.60355241252924,139.86223037719728,62.95389683669339,648075,4.90718562467822,67.65658009902772,64.37794345009996,3.2754664270181957,478438.75,-0.014236923647483635,2022,12,9
2022-12-13,158.40835571289062,154.06115272684937,140.4553385925293,63.72554247607713,1394237,4.70910655077364,70.46169462118102,67.95780667309522,3.300435711724176,497111.0,0.0035240233102116214,2022,12,13
2022-12-14,156.4933319091797,154.29278883945224,141.08638229370118,59.157257561630914,1009750,4.34748592960338,62.656520485791,55.63381133417778,2.4170488518665945,499057.1,-0.012089159028844665,2022,12,14
